hole,suit,rank,order,prob,Nsim,2,3,4,5,6,7,8,9,10
♠J ♠5,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5225018518518508,0.34873564814804764,0.26570555555549086,0.21739642857136846,0.18562314814814104,0.1630982142857011,0.14631805555555485,0.13335555555556902,0.10725972222222198
♠J ♠6,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5273314814814828,0.3536624999998979,0.2702507936507277,0.22146772486766006,0.1892698412698322,0.16641944444443352,0.14939953703703646,0.13624629629631008,0.11015444444444411
♠J ♠7,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5411185185185268,0.37017731481470956,0.28596805555549293,0.23547407407400148,0.20147182539681385,0.17699265873015527,0.1585879629629631,0.14428703703705234,0.11859249999999949
♠J ♠8,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5546722222222349,0.3884388888887824,0.3044446428570863,0.2526355820104967,0.21692764550263036,0.19077777777778293,0.17090416666666589,0.15539814814816533,0.1291469444444442
♠J ♠9,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5754611111111329,0.41477361111100114,0.3314692460317054,0.27868531746021724,0.24149100529098952,0.21380376984128907,0.19252083333333359,0.1757759259259451,0.14785472222222198
♠J ♠10,1.0,0.0,1.0,0.0030165912518853697,60000.0,0.5905648148148404,0.43640833333321766,0.35547956349203774,0.303125529100405,0.26544047619045813,0.2368821428571757,0.21463194444444564,0.19696666666668758,0.1673427777777779
♠J ♥2,0.0,0.0,0.0,0.00904977375565611,60000.0,0.46523148148147153,0.2843495370369446,0.2027908730158399,0.15769457671955955,0.12915608465609427,0.10943650793648523,0.09498564814814828,0.08394444444445344,0.061988888888889086
♠J ♥3,0.0,0.0,0.0,0.00904977375565611,60000.0,0.4749740740740605,0.29410092592583076,0.21110654761901212,0.1644267195766948,0.1345534391534501,0.11379484126981618,0.09854537037036964,0.08689074074075011,0.06359111111111138
♠J ♥4,0.0,0.0,0.0,0.00904977375565611,60000.0,0.48462222222221335,0.30372453703694147,0.21943154761900766,0.17147817460314357,0.1405583333333437,0.11902599206346456,0.10325601851851789,0.09128148148149129,0.06653416666666698
♠J ♥5,0.0,0.0,0.0,0.00904977375565611,60000.0,0.4964796296296259,0.31432962962953254,0.2282799603174131,0.1788013227512866,0.14662023809524607,0.12407480158727095,0.10749907407407254,0.09487777777778841,0.06881583333333363
♠J ♥6,0.0,0.0,0.0,0.00904977375565611,60000.0,0.49821666666665876,0.31710231481471873,0.2310664682539204,0.18111693121689112,0.14840462962963621,0.12542519841266633,0.10854074074073997,0.09571851851852976,0.06966722222222249
♠J ♥7,0.0,0.0,0.0,0.00904977375565611,60000.0,0.515837037037036,0.33776527777767623,0.25066309523803504,0.1987189153438615,0.1639738095238095,0.13918928571425054,0.12079583333333102,0.10675370370371669,0.08007611111111115
♠J ♥8,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5324814814814867,0.3594263888887841,0.2727257936507229,0.21957447089940277,0.18316018518517857,0.1566855158729965,0.1367509259259244,0.12137777777779299,0.09372861111111096
♠J ♥9,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5481425925926056,0.38018379629618826,0.29442599206343145,0.24064166666658418,0.2030281746031661,0.17524166666666263,0.15407916666666607,0.13762222222223966,0.10929055555555524
♠J ♥10,0.0,0.0,1.0,0.00904977375565611,60000.0,0.5684481481481707,0.4075305555554383,0.3236460317459921,0.2695527777776816,0.2307108465608323,0.2013876984127131,0.17868287037036984,0.16082037037039004,0.13073888888888838
♠J ♥J,0.0,1.0,0.0,0.004524886877828055,60000.0,0.7773500000002608,0.6149143518518602,0.4951726190477343,0.4060960317457097,0.33926362433864676,0.28869226190480585,0.2500810185185098,0.22030740740744242,0.1915722222222226
♠Q ♠2,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5223203703703758,0.34403425925915804,0.26029226190469484,0.21306865079359122,0.18265939153438576,0.1612192460317334,0.145160185185186,0.1326277777777909,0.11059083333333317
♠Q ♠3,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5299203703703812,0.35125925925916124,0.26626646825389655,0.21798465608459364,0.1868249999999932,0.16484880952379738,0.14836898148148303,0.13545925925927313,0.11216944444444411
♠Q ♠4,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5414481481481628,0.36228009259248634,0.275124007936437,0.22470066137559347,0.19173928571427606,0.16834999999999165,0.15078796296296423,0.13705185185186647,0.11144666666666649
♠Q ♠5,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5490666666666763,0.37023564814803883,0.28238055555548225,0.2311527777777042,0.1974539682539576,0.1734136904761854,0.15528981481481557,0.14108148148149696,0.11420083333333281
♠Q ♠6,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5563222222222384,0.3784087962961877,0.2901307539681846,0.23806322751314934,0.20352632275131194,0.17882043650793425,0.16022685185185237,0.14570555555557124,0.11809638888888845
♠Q ♠7,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5577055555555779,0.3795555555554504,0.290699801587231,0.23810701058193132,0.20312314814813678,0.17807440476189934,0.15926527777777819,0.1446537037037197,0.1180958333333328
♠Q ♠8,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.575266666666708,0.40203379629618563,0.31332738095231893,0.2592730158729222,0.2223675925925788,0.1953500000000089,0.1746763888888904,0.15836481481483344,0.13112861111111057
♠Q ♠9,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5920259259259725,0.4238643518517377,0.33577757936502955,0.28064722222211347,0.2421063492063362,0.21338630952382928,0.19116620370370455,0.1735555555555757,0.144748333333333
♠Q ♠10,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.6076833333333861,0.4467592592591403,0.36126269841266945,0.3065982804231485,0.26757314814813554,0.23797678571432027,0.21475648148148424,0.1961555555555776,0.1663708333333336
♠Q ♠J,1.0,0.0,1.0,0.0030165912518853697,60000.0,0.613194444444516,0.454062037036915,0.3690533730158498,0.31416071428557507,0.27445555555554774,0.24392222222226356,0.21965972222222693,0.20001666666669024,0.17043888888888925
♠Q ♥2,0.0,0.0,0.0,0.00904977375565611,60000.0,0.4949851851851858,0.3076097222221231,0.22023075396820674,0.17135410052906772,0.14013650793651755,0.11831805555552721,0.10213888888888827,0.08966666666667689,0.06748583333333352
♠Q ♥3,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5042962962962991,0.3162749999998967,0.22724325396820355,0.17700899470895837,0.14486534391535055,0.12246626984124005,0.1059300925925924,0.09321666666667767,0.06938527777777795
♠Q ♥4,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5124055555555636,0.3253912037036031,0.23592202380946767,0.18472962962958442,0.15152566137566528,0.12815059523806233,0.11079074074074018,0.0974166666666785,0.07172527777777794
♠Q ♥5,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5242425925925998,0.3363310185184171,0.24496309523803256,0.19232301587296416,0.15817341269841445,0.13423650793647202,0.11659444444444249,0.10314629629630828,0.07589500000000014
♠Q ♥6,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5302092592592679,0.343325462962855,0.25132976190469763,0.197485582010527,0.1620507936507931,0.13695595238091499,0.11832407407407226,0.10402777777779068,0.07669833333333344
♠Q ♥7,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5356851851852004,0.3492717592591507,0.2567335317459629,0.2022005291004691,0.16613068783068705,0.14050634920631377,0.12146342592592455,0.10687037037038384,0.07925027777777789
♠Q ♥8,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5534574074074301,0.3714902777776654,0.27888253968246185,0.2228063492062726,0.18477182539682066,0.15715059523807628,0.1362342592592598,0.11994259259260917,0.09218999999999984
♠Q ♥9,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5685722222222643,0.3918300925924803,0.30025654761898357,0.24363849206340402,0.20453320105818956,0.1757674603174574,0.15380324074074114,0.13660000000001804,0.10867388888888872
♠Q ♥10,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5859370370370846,0.41703148148136066,0.3281712301586859,0.2717892857141831,0.23180277777776556,0.20171289682541513,0.17833750000000137,0.1598222222222431,0.13010055555555497
♠Q ♥J,0.0,0.0,1.0,0.00904977375565611,60000.0,0.5912296296296837,0.4246662037035742,0.33677797619043304,0.28046507936496473,0.23990158730158043,0.2088293650793883,0.18425000000000305,0.1644462962963187,0.13513166666666626
♠Q ♥Q,0.0,1.0,0.0,0.004524886877828055,60000.0,0.8025870370373795,0.653729166666745,0.5400817460319227,0.4523988095234611,0.38413187830697165,0.3305581349206049,0.28821712962963025,0.25453703703707886,0.22337333333333376
♠K ♠2,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5516185185185373,0.36883611111100173,0.2801597222221401,0.22985727513220072,0.19741706349205357,0.174398412698407,0.15695092592592724,0.14312962962964454,0.11905055555555527
♠K ♠3,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5626111111111439,0.3800847222221202,0.2899059523808741,0.23804179894171967,0.2043392857142741,0.18038789682539355,0.1622726851851871,0.14796851851853443,0.12269749999999963
♠K ♠4,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5694944444444755,0.3872624999998993,0.29601428571420985,0.24302063492055156,0.20842248677247496,0.18382063492063488,0.16524953703703826,0.15064074074075667,0.12370472222222186
♠K ♠5,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5794592592593046,0.3972680555554482,0.30485753968246626,0.2506665343914463,0.21502751322749827,0.18958472222222494,0.17036666666666692,0.15527407407409063,0.12716499999999956
♠K ♠6,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5828222222222674,0.4009601851850783,0.3078378968253226,0.25275423280414033,0.216283201058187,0.19012698412698828,0.1703166666666678,0.15474074074075822,0.12689666666666624
♠K ♠7,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5925611111111669,0.41151249999989176,0.3172331349205667,0.26068214285704727,0.22291362433860754,0.19574126984127846,0.17519583333333358,0.15912407407409193,0.1311927777777771
♠K ♠8,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.5973592592593204,0.41799305555544475,0.32408174603167916,0.2673575396824387,0.22915793650792116,0.20144841269842476,0.18033194444444545,0.1636925925926113,0.1361949999999994
♠K ♠9,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.613340740740814,0.4387291666665559,0.3453206349205781,0.2875531746030522,0.24783994708993048,0.2185476190476412,0.1959407407407436,0.1779611111111322,0.15003305555555546
♠K ♠10,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.6302240740741645,0.46304768518506895,0.3722180555555181,0.31479391534377027,0.2744072751322611,0.24401031746035753,0.22017453703704087,0.2010055555555787,0.17070083333333363
♠K ♠J,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.6364314814815809,0.47217037037024434,0.38219285714282963,0.32449603174587693,0.2832411375661355,0.25169920634925186,0.22662222222222853,0.20620925925928396,0.17657777777777814
♠K ♠Q,1.0,0.0,1.0,0.0030165912518853697,60000.0,0.6429462962964089,0.4811541666665383,0.3923382936507681,0.33503862433845866,0.29363452380953575,0.26156607142862326,0.23572453703704624,0.21443703703706382,0.18467111111111176
♠K ♥2,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5246388888889082,0.3322717592591554,0.23987777777771566,0.18798690476185845,0.15489960317460422,0.13173769841266547,0.11444074074074087,0.10094444444445631,0.07763222222222224
♠K ♥3,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5345722222222424,0.34212824074063675,0.24807142857136014,0.1945006613756056,0.16001626984126932,0.1357694444444078,0.11766250000000036,0.1035870370370502,0.07841361111111114
♠K ♥4,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5429555555555821,0.3508814814813725,0.2556837301586567,0.20093121693115462,0.16549087301587134,0.14051884920631602,0.12187870370370361,0.10741481481482834,0.08021166666666671
♠K ♥5,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5522629629629888,0.36007129629618556,0.2635702380951608,0.20757169312162665,0.17108134920634566,0.14524801587298633,0.1259023148148146,0.11085555555557003,0.08235166666666674
♠K ♥6,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5609370370370785,0.3694314814813715,0.27175317460309156,0.21428677248670142,0.17651111111110615,0.14966646825394,0.12955555555555484,0.11393333333334844,0.08464555555555549
♠K ♥7,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5686314814815275,0.37820138888877625,0.2798674603173778,0.22129920634912537,0.1823747354497271,0.15448888888886794,0.13350370370370276,0.11718518518520091,0.08797333333333317
♠K ♥8,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5749925925926404,0.38609212962951384,0.28776805555547247,0.22872222222213817,0.18916891534390656,0.1606353174602998,0.13903518518518534,0.12214074074075783,0.09321749999999984
♠K ♥9,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5916166666667343,0.40817453703692247,0.3108023809523093,0.2510359788358793,0.21013849206347995,0.18007638888888838,0.15698333333333422,0.1387574074074267,0.1094749999999998
♠K ♥10,0.0,0.0,0.0,0.00904977375565611,60000.0,0.6108722222223028,0.43518333333321463,0.3400172619047082,0.2800017195765992,0.23789060846559593,0.206292857142878,0.18160324074074427,0.1618203703703926,0.13068222222222167
♠K ♥J,0.0,0.0,0.0,0.00904977375565611,60000.0,0.614842592592676,0.44162083333321045,0.34770595238090213,0.2881399470898179,0.2459125661375577,0.21382797619050187,0.18844953703704154,0.16790000000002347,0.13810666666666632
♠K ♥Q,0.0,0.0,1.0,0.00904977375565611,60000.0,0.6262166666667746,0.457397222222087,0.3652428571428213,0.3060382275130783,0.26337698412698174,0.23039265873019862,0.20383750000000875,0.18196666666669306,0.15095111111111112
♠K ♥K,0.0,1.0,0.0,0.004524886877828055,60000.0,0.826837037037438,0.6922634259260773,0.5861706349207056,0.5015292328038736,0.43332949735464743,0.37792023809513775,0.3325884259259399,0.29528148148149314,0.260740555555556
♠A ♠2,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.593290740740803,0.4095236111110051,0.3155001984126175,0.2608531746030784,0.22518280423279174,0.19962123015873903,0.18003564814815207,0.1643444444444625,0.13703222222222192
♠A ♠3,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.6007203703704352,0.41777731481471103,0.3228928571427774,0.2672031746030732,0.23069986772485362,0.20456646825397964,0.18463055555555885,0.16877037037038858,0.1398705555555552
♠A ♠4,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.6106203703704391,0.428710185185078,0.3328113095237332,0.2757719576718475,0.23803730158728625,0.21088115079366795,0.1901013888888929,0.17350925925927863,0.14353527777777766
♠A ♠5,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.6174703703704535,0.43551342592581715,0.3383749999999277,0.28010052910041494,0.24133611111109576,0.21337480158731995,0.19198472222222668,0.1749296296296497,0.14251527777777737
♠A ♠6,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.61745740740749,0.432839814814709,0.3336720238094497,0.2743005291004218,0.23515529100527158,0.20726150793652087,0.18618518518518765,0.1695722222222411,0.13875944444444388
♠A ♠7,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.6254222222223124,0.44312499999989285,0.3439718253967588,0.28374232804220534,0.2434830687830499,0.21450575396827298,0.19251203703703887,0.17519074074076071,0.14452749999999973
♠A ♠8,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.6340537037037974,0.45354074074063544,0.3540353174602559,0.2928809523808177,0.25162420634918437,0.22171706349208767,0.19888703703703953,0.18081851851853972,0.14973083333333298
♠A ♠9,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.6402370370371412,0.4619162037035951,0.3626107142856541,0.3008251322749863,0.2586009259259088,0.22761845238098005,0.20372129629630095,0.18464814814817054,0.15381250000000007
♠A ♠10,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.6573203703704921,0.48524953703692086,0.38783571428567437,0.326090343915175,0.2831261904761811,0.2510986111111559,0.2260666666666722,0.20587962962965417,0.17397166666666705
♠A ♠J,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.6638981481482912,0.4945837962961816,0.3977359126983809,0.3354576719574933,0.291448148148151,0.25815873015878,0.23180925925926696,0.21033703703706377,0.17919555555555602
♠A ♠Q,1.0,0.0,0.0,0.0030165912518853697,60000.0,0.6715851851853326,0.5064481481480284,0.41174722222219456,0.350417195767007,0.3066263227513385,0.27310119047624765,0.24623657407408442,0.22408333333336125,0.19349472222222266
♠A ♠K,1.0,0.0,1.0,0.0030165912518853697,60000.0,0.6780500000001575,0.5168583333332073,0.42451051587299826,0.36445489417969656,0.32115264550268,0.28754543650797576,0.26019166666668214,0.23727407407410372,0.20786388888888954
♠A ♥2,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5692388888889369,0.3753203703702635,0.27668730158721366,0.2198066137565346,0.18302552910052225,0.15694900793648955,0.13719166666666893,0.12154074074075691,0.09340305555555542
♠A ♥3,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5783111111111727,0.3844870370369308,0.2842765873015,0.2257612433861605,0.18767566137565506,0.1606684523809344,0.1402833333333352,0.1242111111111278,0.09562749999999985
♠A ♥4,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5870351851852513,0.394955092592483,0.29443214285706,0.23517486772477747,0.19635502645501657,0.16868948412697518,0.14771157407407604,0.13109259259261005,0.09952333333333296
♠A ♥5,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5957814814815573,0.40353703703692734,0.30117123015864883,0.24007050264540866,0.1997048941798827,0.17082162698411973,0.14892546296296472,0.1316407407407588,0.09976361111111083
♠A ♥6,0.0,0.0,0.0,0.00904977375565611,60000.0,0.5958481481482197,0.4016212962961903,0.2979920634919774,0.23630886243377003,0.19578108465607355,0.16698392857141628,0.14532870370370396,0.12839444444446152,0.09702277777777744
♠A ♥7,0.0,0.0,0.0,0.00904977375565611,60000.0,0.6038481481482355,0.41088379629618693,0.3061992063491263,0.24280277777767814,0.2005350529100423,0.1701994047618941,0.1472597222222234,0.12927037037038913,0.09790638888888863
♠A ♥8,0.0,0.0,0.0,0.00904977375565611,60000.0,0.6125981481482409,0.42161481481470026,0.3168011904761152,0.2527243386242306,0.20965462962961431,0.17849365079364948,0.1547379629629643,0.13597222222224242,0.10483277777777747
♠A ♥9,0.0,0.0,0.0,0.00904977375565611,60000.0,0.6207759259260294,0.43223379629617664,0.3277204365078647,0.2631670634919482,0.21939880952379492,0.18753194444445134,0.16313935185185321,0.1438314814815024,0.11216861111111082
♠A ♥10,0.0,0.0,0.0,0.00904977375565611,60000.0,0.6360444444445615,0.45464120370358524,0.3525746031745453,0.2882775132273753,0.24379695767194356,0.21081051587303912,0.18516018518518923,0.16458888888891277,0.13221249999999954
♠A ♥J,0.0,0.0,0.0,0.00904977375565611,60000.0,0.6462555555556918,0.46896574074061864,0.36836408730154085,0.3042216931215372,0.25920634920633767,0.2253240079365428,0.1985981481481558,0.1768722222222482,0.14458472222222202
♠A ♥Q,0.0,0.0,0.0,0.00904977375565611,60000.0,0.6553574074075578,0.4820078703702448,0.382959523809484,0.31910476190458925,0.2736453703703646,0.23885952380956624,0.21093564814815954,0.187827777777806,0.1554077777777779
♠A ♥K,0.0,0.0,1.0,0.00904977375565611,60000.0,0.661564814814976,0.49216712962949744,0.39565555555551946,0.33325952380934243,0.2884386243386358,0.2537059523810053,0.2254388888889034,0.20174814814817785,0.1707547222222225
♠A ♥A,0.0,1.0,0.0,0.004524886877828055,60000.0,0.854638888889352,0.7375796296298713,0.64169206349201,0.5620788359785003,0.4952829365081563,0.43879365079346916,0.39073611111114503,0.3496740740740043,0.3117405555555555
